,host_verifications,email,phone,reviews,jumio,government_id,offline_government_id,selfie,identity_manual,facebook,sent_id,work_email,manual_offline,google,photographer,manual_online,kba,zhima_selfie,weibo,sesame,sesame_offline
9303,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9304,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9305,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9306,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9307,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9308,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9309,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9310,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9311,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9312,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9313,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9314,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9315,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9316,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9317,"['email', 'phone', 'manual_online', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9318,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9319,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9320,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9321,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9322,"['phone', 'offline_government_id', 'government_id']",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9323,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9324,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9325,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9326,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9327,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9328,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9329,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9330,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9331,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9332,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9333,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9334,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9335,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9336,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9337,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9338,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9339,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9340,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9341,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9342,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9343,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9344,"['email', 'phone', 'offline_government_id', 'government_id']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9345,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9346,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9349,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9350,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9351,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9352,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9353,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9354,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9355,"['email', 'phone', 'offline_government_id', 'government_id']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9356,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9358,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9359,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9360,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9362,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9363,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9364,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9365,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9366,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9367,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9368,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9369,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9370,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9371,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9372,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9373,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9374,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9375,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9376,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9377,"['email', 'phone', 'google', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9378,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9379,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9380,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9381,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9382,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9383,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9384,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9385,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9386,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9387,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9388,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9389,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9390,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9391,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9392,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9393,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9394,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9395,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9396,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9397,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9398,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9399,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9400,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9401,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9402,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9403,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9404,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9405,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9406,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9407,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9408,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9409,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9410,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9411,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9412,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9413,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9414,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9415,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9416,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9417,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9418,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9419,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9420,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9421,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9422,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9423,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9424,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9425,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9426,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9427,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9428,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9429,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9430,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9431,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9432,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9433,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9434,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9435,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9436,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9437,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9438,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9439,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9440,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9441,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9442,"['email', 'phone', 'offline_government_id', 'government_id']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9443,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9444,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9445,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9446,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9447,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
9448,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9449,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9450,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9451,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9452,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9453,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9454,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9455,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9456,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9457,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9458,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9459,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9460,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9461,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9462,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9463,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9464,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9465,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9466,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9467,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9468,"['email', 'phone', 'jumio', 'government_id']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9469,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9470,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9471,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9472,"['email', 'phone', 'offline_government_id', 'government_id']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9473,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9474,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9475,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9476,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9477,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9478,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9479,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9480,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9481,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9482,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9483,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9484,"['phone', 'jumio', 'offline_government_id', 'government_id']",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9485,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9486,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9487,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9488,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9489,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9490,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
